ref_id,source,formulation_raw,salt_components,dosage_form,form_modifier,strength_raw,strength_mg,strength_kind,unit_basis,unit_qty,price_checkable,price_ex_gst,so_number,so_date,manufacturer,marketing_company,retrieved_on,status,quarantine_reason,unit_basis_raw,raw_row
CEIL-0001,ceiling,Acetylsalicylic acid,"[""ACETYLSALICYLIC ACID""]",tablet,,Tablet 300 mg,[300.0],mg,tablet,1,true,0.28,1582(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""1"", ""2011"", ""Acetylsalicylic acid"", ""Tablet 300 mg"", ""1582(E)"", ""25-Mar-2026"", ""₹ 0.28(1 Tablet)""]"
CEIL-0002,ceiling,Calcium Carbonate,"[""CALCIUM CARBONATE""]",tablet,,Tablet 250 mg,[250.0],mg,tablet,1,true,2.49,1582(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""2"", ""2011"", ""Calcium Carbonate"", ""Tablet 250 mg"", ""1582(E)"", ""25-Mar-2026"", ""₹ 2.49(1 Tablet)""]"
CEIL-0003,ceiling,Condom,"[""CONDOM""]",condom,,CONDOM,[],none,unit,1,true,11.65,1582(E),25-Mar-2026,,,2026-09-18,usable,,1 Condom,"["""", ""3"", ""2011"", ""Condom"", ""CONDOM"", ""1582(E)"", ""25-Mar-2026"", ""₹ 11.65(1 Condom)""]"
CEIL-0004,ceiling,Dapsone,"[""DAPSONE""]",tablet,,Tablet 50 mg,[50.0],mg,tablet,1,true,0.30,1582(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""4"", ""2011"", ""Dapsone"", ""Tablet 50 mg"", ""1582(E)"", ""25-Mar-2026"", ""₹ 0.30(1 Tablet)""]"
CEIL-0005,ceiling,Medroxyprogesteroneacetate,"[""MEDROXYPROGESTERONEACETATE""]",tablet,,Tablet 5 mg,[5.0],mg,tablet,1,true,3.80,1582(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""5"", ""2011"", ""Medroxyprogesteroneacetate"", ""Tablet 5 mg"", ""1582(E)"", ""25-Mar-2026"", ""₹ 3.80(1 Tablet)""]"
CEIL-0006,ceiling,RIFAMPICIN,"[""RIFAMPICIN""]",tablet,,TABLET 450 mg,[450.0],mg,tablet,1,true,5.66,1582(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""6"", ""2011"", ""RIFAMPICIN"", ""TABLET 450 mg"", ""1582(E)"", ""25-Mar-2026"", ""₹ 5.66(1 Tablet)""]"
CEIL-0007,ceiling,Abacavir (A)+Lamivudine (B),"[""ABACAVIR"", ""LAMIVUDINE""]",tablet,,Tablet 60 (A) + 30 mg (B),[30.0],mg,tablet,1,true,25.61,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""7"", ""2015"", ""Abacavir (A)+Lamivudine (B)"", ""Tablet 60 (A) + 30 mg (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 25.61(1 Tablet)""]"
CEIL-0008,ceiling,Acetylsalicylic acid,"[""ACETYLSALICYLIC ACID""]",tablet,,Tablet 150 mg,[150.0],mg,tablet,1,true,0.51,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""8"", ""2015"", ""Acetylsalicylic acid"", ""Tablet 150 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.51(1 Tablet)""]"
CEIL-0009,ceiling,Acetylsalicylic acid,"[""ACETYLSALICYLIC ACID""]",tablet,,Tablet 75 mg,[75.0],mg,tablet,1,true,0.39,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""9"", ""2015"", ""Acetylsalicylic acid"", ""Tablet 75 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.39(1 Tablet)""]"
CEIL-0010,ceiling,Acetylsalicylic acid,"[""ACETYLSALICYLIC ACID""]",tablet,,Tablet 100 mg,[100.0],mg,tablet,1,true,0.21,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""10"", ""2015"", ""Acetylsalicylic acid"", ""Tablet 100 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.21(1 Tablet)""]"
CEIL-0011,ceiling,Acetylsalicylic acid,"[""ACETYLSALICYLIC ACID""]",tablet,,Tablet 350 mg,[350.0],mg,tablet,1,true,0.39,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""11"", ""2015"", ""Acetylsalicylic acid"", ""Tablet 350 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.39(1 Tablet)""]"
CEIL-0012,ceiling,Acetylsalicylic acid,"[""ACETYLSALICYLIC ACID""]",tablet,dispersible|effervescent|enteric,Effervescent/ Dispersible/ Enteric coated Tablet 100 mg,[100.0],mg,tablet,1,true,0.22,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""12"", ""2015"", ""Acetylsalicylic acid"", ""Effervescent/ Dispersible/\nEnteric coated Tablet 100 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.22(1 Tablet)""]"
CEIL-0013,ceiling,All-trans Retinoic Acid,"[""ALL-TRANS RETINOIC ACID""]",capsule,,Capsule 10 mg,[10.0],mg,capsule,1,true,104.29,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""13"", ""2015"", ""All-trans Retinoic Acid"", ""Capsule 10 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 104.29(1 Capsule)""]"
CEIL-0014,ceiling,Anti-D Immunoglobulin,"[""ANTI-D IMMUNOGLOBULIN""]",injection,,Injection 300 mcg,[0.3],mg,pack,1,false,2721.28,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""14"", ""2015"", ""Anti-D Immunoglobulin"", ""Injection 300 mcg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 2721.28(Each Pack)""]"
CEIL-0015,ceiling,Anti-D Immunoglobulin,"[""ANTI-D IMMUNOGLOBULIN""]",injection,,Injection 150 mcg,[0.15],mg,pack,1,false,2121.14,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""15"", ""2015"", ""Anti-D Immunoglobulin"", ""Injection 150 mcg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 2121.14(Each Pack)""]"
CEIL-0016,ceiling,Artesunate (A) + Sulphadoxine -Pyrimethamine (B),"[""ARTESUNATE"", ""SULPHADOXINE -PYRIMETHAMINE""]",tablet,,Tablet 100 mg(A) + 1 Tablet (750 mg+ 37.5 mg) (B),"[100.0, 750.0, 37.5]",mg,pack,1,false,37.60,1581(E),25-Mar-2026,,,2026-09-18,usable,,Combi Pack,"["""", ""16"", ""2015"", ""Artesunate (A) + Sulphadoxine -Pyrimethamine (B)"", ""Tablet 100 mg(A) + 1 Tablet\n(750 mg+ 37.5 mg) (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 37.60(Combi Pack)""]"
CEIL-0017,ceiling,Artesunate (A) + Sulphadoxine -Pyrimethamine (B),"[""ARTESUNATE"", ""SULPHADOXINE -PYRIMETHAMINE""]",tablet,,Tablet 150 mg(A) + 2 Tablet (500 mg+ 25 mg) (B),"[150.0, 500.0, 25.0]",mg,pack,1,false,51.05,1581(E),25-Mar-2026,,,2026-09-18,usable,,Combi Pack,"["""", ""17"", ""2015"", ""Artesunate (A) + Sulphadoxine -Pyrimethamine (B)"", ""Tablet 150 mg(A) + 2 Tablet\n(500 mg+ 25 mg) (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 51.05(Combi Pack)""]"
CEIL-0018,ceiling,Artesunate (A) + Sulphadoxine -Pyrimethamine (B),"[""ARTESUNATE"", ""SULPHADOXINE -PYRIMETHAMINE""]",tablet,,Tablet 200 mg(A) + 2 Tablet (750 mg+ 37.5 mg) (B),"[200.0, 750.0, 37.5]",mg,pack,1,false,46.54,1581(E),25-Mar-2026,,,2026-09-18,usable,,Combi Pack,"["""", ""18"", ""2015"", ""Artesunate (A) + Sulphadoxine -Pyrimethamine (B)"", ""Tablet 200 mg(A) + 2 Tablet\n(750 mg+ 37.5 mg) (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 46.54(Combi Pack)""]"
CEIL-0019,ceiling,Artesunate (A) + Sulphadoxine -Pyrimethamine (B),"[""ARTESUNATE"", ""SULPHADOXINE -PYRIMETHAMINE""]",tablet,,Tablet 25 mg(A) + 1 Tablet (250 mg+ 12.5 mg) (B),"[25.0, 250.0, 12.5]",mg,pack,1,false,25.07,1581(E),25-Mar-2026,,,2026-09-18,usable,,Combi Pack,"["""", ""19"", ""2015"", ""Artesunate (A) + Sulphadoxine -Pyrimethamine (B)"", ""Tablet 25 mg(A) + 1 Tablet\n(250 mg+ 12.5 mg) (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 25.07(Combi Pack)""]"
CEIL-0020,ceiling,Bare Metal Stents,"[""BARE METAL STENTS""]",device,,DEVICE --,[],none,unit,1,true,10762.15,1587(E),25-Mar-2026,,,2026-09-18,usable,,1 Unit,"["""", ""20"", ""2015"", ""Bare Metal Stents"", ""DEVICE --"", ""1587(E)"", ""25-Mar-2026"", ""₹ 10762.15(1 Unit)""]"
CEIL-0021,ceiling,Benzoyl Peroxide,"[""BENZOYL PEROXIDE""]",cream,,Cream 2.50%,[],percent,gm,1,true,2.97,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 GM,"["""", ""21"", ""2015"", ""Benzoyl Peroxide"", ""Cream 2.50%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 2.97(1 GM)""]"
CEIL-0022,ceiling,Benzyl penicillin,"[""BENZYL PENICILLIN""]",powder for injection,,Powder For Injection 1000000,[],none,pack,1,false,14.92,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack)( Pack,"["""", ""22"", ""2015"", ""Benzyl penicillin"", ""Powder For Injection 1000000"", ""1581(E)"", ""25-Mar-2026"", ""₹ 14.92(Each Pack)( Pack)""]"
CEIL-0023,ceiling,Betamethasone,"[""BETAMETHASONE""]",lotion,,Lotion 0.10%,[],percent,ml,1,true,1.05,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""23"", ""2015"", ""Betamethasone"", ""Lotion 0.10%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 1.05(1 ML)""]"
CEIL-0024,ceiling,Budesonide,"[""BUDESONIDE""]",nasal spray,,Nasal Spray 50 MCG,[0.05],mg,dose,1,true,1.30,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Dose,"["""", ""24"", ""2015"", ""Budesonide"", ""Nasal Spray 50 MCG"", ""1581(E)"", ""25-Mar-2026"", ""₹ 1.30(1 Dose)""]"
CEIL-0025,ceiling,Budesonide,"[""BUDESONIDE""]",inhalation,,Inhalation 100 MCG,[0.1],mg,dose,1,true,2.55,1581(E),25-Mar-2026,,,2026-09-18,usable,,Per Dose,"["""", ""25"", ""2015"", ""Budesonide"", ""Inhalation 100 MCG"", ""1581(E)"", ""25-Mar-2026"", ""₹ 2.55(Per Dose)""]"
CEIL-0026,ceiling,Calcium Carbonate,"[""CALCIUM CARBONATE""]",tablet,,Tablet 500 mg,[500.0],mg,tablet,1,true,2.20,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""26"", ""2015"", ""Calcium Carbonate"", ""Tablet 500 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 2.20(1 Tablet)""]"
CEIL-0027,ceiling,Calcium gluconate,"[""CALCIUM GLUCONATE""]",injection,,Injection 100 mg,[100.0],mg,ml,1,true,0.69,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""27"", ""2015"", ""Calcium gluconate"", ""Injection 100 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.69(1 ML)""]"
CEIL-0028,ceiling,Cefadroxil,"[""CEFADROXIL""]",capsule,,Capsule 500 mg,[500.0],mg,capsule,1,true,9.11,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""28"", ""2015"", ""Cefadroxil"", ""Capsule 500 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 9.11(1 Capsule)""]"
CEIL-0029,ceiling,Cefazolin,"[""CEFAZOLIN""]",powder for injection,,Powder For Injection 1000 mg,[1000.0],mg,pack,1,false,31.29,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""29"", ""2015"", ""Cefazolin"", ""Powder For Injection 1000 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 31.29(Each Pack)""]"
CEIL-0030,ceiling,Cefazolin,"[""CEFAZOLIN""]",powder for injection,,Powder For Injection 500 mg,[500.0],mg,pack,1,false,19.84,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""30"", ""2015"", ""Cefazolin"", ""Powder For Injection 500 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 19.84(Each Pack)""]"
CEIL-0031,ceiling,Cefixime,"[""CEFIXIME""]",capsule,,Capsule 400 mg,[400.0],mg,capsule,1,true,37.28,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""31"", ""2015"", ""Cefixime"", ""Capsule 400 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 37.28(1 Capsule)""]"
CEIL-0032,ceiling,Cetirizine,"[""CETIRIZINE""]",capsule,,Capsule 10 mg,[10.0],mg,capsule,1,true,3.03,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""32"", ""2015"", ""Cetirizine"", ""Capsule 10 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 3.03(1 Capsule)""]"
CEIL-0033,ceiling,Chlorhexidine,"[""CHLORHEXIDINE""]",solution,,Solution (concentrate for dilution) 5%,[],percent,ml,1,true,0.19,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""33"", ""2015"", ""Chlorhexidine"", ""Solution (concentrate for dilution) 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.19(1 ML)""]"
CEIL-0034,ceiling,Cloxacillin,"[""CLOXACILLIN""]",tablet,,Tablet 250 mg,[250.0],mg,tablet,1,true,2.20,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet)( Pack,"["""", ""34"", ""2015"", ""Cloxacillin"", ""Tablet 250 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 2.20(1 Tablet)( Pack)""]"
CEIL-0035,ceiling,Cloxacillin,"[""CLOXACILLIN""]",,,Powder 250 mg,[250.0],mg,pack,1,false,5.67,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""35"", ""2015"", ""Cloxacillin"", ""Powder 250 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 5.67(Each Pack)""]"
CEIL-0036,ceiling,Coagulation factor IX,"[""COAGULATION FACTOR IX""]",powder for injection,,Powder For Injection 600 IU,[],none,pack,1,false,15708.08,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""36"", ""2015"", ""Coagulation factor\nIX"", ""Powder For Injection 600 IU"", ""1581(E)"", ""25-Mar-2026"", ""₹ 15708.08(Each Pack)""]"
CEIL-0037,ceiling,Coagulation factor VIII,"[""COAGULATION FACTOR VIII""]",powder for injection,,Powder For Injection 250 IU,[],none,pack,1,false,4761.81,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""37"", ""2015"", ""Coagulation factor\nVIII"", ""Powder For Injection 250 IU"", ""1581(E)"", ""25-Mar-2026"", ""₹ 4761.81(Each Pack)""]"
CEIL-0038,ceiling,Coagulation factor VIII,"[""COAGULATION FACTOR VIII""]",powder for injection,,Powder For Injection 500 IU,[],none,pack,1,false,11685.13,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""38"", ""2015"", ""Coagulation factor\nVIII"", ""Powder For Injection 500 IU"", ""1581(E)"", ""25-Mar-2026"", ""₹ 11685.13(Each Pack)""]"
CEIL-0039,ceiling,Cyclosporine,"[""CYCLOSPORINE""]",injection,,Injection 50 mg/ml,[50.0],concentration,ml,1,true,343.86,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""39"", ""2015"", ""Cyclosporine"", ""Injection 50 mg/ml"", ""1581(E)"", ""25-Mar-2026"", ""₹ 343.86(1 ML)""]"
CEIL-0040,ceiling,Daunorubicin,"[""DAUNORUBICIN""]",powder for injection,,Powder For Injection 20 mg,[20.0],mg,pack,1,false,310.03,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""40"", ""2015"", ""Daunorubicin"", ""Powder For Injection 20 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 310.03(Each Pack)""]"
CEIL-0041,ceiling,Dextran-40,"[""DEXTRAN-40""]",injection,,Injection 10%,[],percent,ml,1,true,1.08,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""41"", ""2015"", ""Dextran-40"", ""Injection 10%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 1.08(1 ML)""]"
CEIL-0042,ceiling,Diazepam,"[""DIAZEPAM""]",oral liquid,,Oral Liquid 2 mg/5ml,[2.0],concentration,ml,1,true,3.48,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""42"", ""2015"", ""Diazepam"", ""Oral Liquid 2 mg/5ml"", ""1581(E)"", ""25-Mar-2026"", ""₹ 3.48(1 ML)""]"
CEIL-0043,ceiling,Diclofenac,"[""DICLOFENAC""]",capsule,,Capsule 50 mg,[50.0],mg,capsule,1,true,0.78,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""43"", ""2015"", ""Diclofenac"", ""Capsule 50 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.78(1 Capsule)""]"
CEIL-0044,ceiling,Dicyclomine,"[""DICYCLOMINE""]",injection,,Injection 10 mg/ml (1ml & 2ml Pack),[10.0],concentration,ml,1,true,0.20,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""44"", ""2015"", ""Dicyclomine"", ""Injection 10 mg/ml (1ml &\n2ml Pack)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.20(1 ML)""]"
CEIL-0045,ceiling,Dicyclomine,"[""DICYCLOMINE""]",tablet,,Tablet 10 mg,[10.0],mg,tablet,1,true,0.13,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""45"", ""2015"", ""Dicyclomine"", ""Tablet 10 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.13(1 Tablet)""]"
CEIL-0046,ceiling,Dinoprostone,"[""DINOPROSTONE""]",tablet,,Tablet 0.5 mg,[0.5],mg,tablet,1,true,63.80,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""46"", ""2015"", ""Dinoprostone"", ""Tablet 0.5 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 63.80(1 Tablet)""]"
CEIL-0047,ceiling,Diphtheria antitoxin,"[""DIPHTHERIA ANTITOXIN""]",injection,,Injection 10000 IU,[],none,pack,1,false,1670.88,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack,"["""", ""47"", ""2015"", ""Diphtheria antitoxin"", ""Injection 10000 IU"", ""1581(E)"", ""25-Mar-2026"", ""₹ 1670.88(Each Pack)""]"
CEIL-0048,ceiling,DPT vaccine,"[""DPT VACCINE""]",,,VACCINE,[],none,ml,0.5,true,18.07,1581(E),25-Mar-2026,,,2026-09-18,usable,,Per 0.5 ml,"["""", ""48"", ""2015"", ""DPT vaccine"", ""VACCINE"", ""1581(E)"", ""25-Mar-2026"", ""₹ 18.07(Per 0.5 ml)""]"
CEIL-0049,ceiling,Drug Eluting Stents (DES) including metallic DES and Bioresorbable Vascular Scaffold (BVS)/ Biodegradable Stents,"[""DRUG ELUTING STENTS (DES) INCLUDING METALLIC DES AND BIORESORBABLE VASCULAR SCAFFOLD (BVS)/ BIODEGRADABLE STENTS""]",device,,DEVICE --,[],none,unit,1,true,39186.03,1587(E),25-Mar-2026,,,2026-09-18,usable,,1 Unit,"["""", ""49"", ""2015"", ""Drug Eluting Stents (DES) including metallic DES and Bioresorbable Vascular  Scaffold (BVS)/ Biodegradable Stents"", ""DEVICE --"", ""1587(E)"", ""25-Mar-2026"", ""₹ 39186.03(1 Unit)""]"
CEIL-0050,ceiling,Ferrous Salt (A) + Folic Acid (B),"[""FERROUS SALT"", ""FOLIC ACID""]",tablet,,Tablet 100 mg elemental iron (A) + 500mcg (B),"[100.0, 0.5]",mg,tablet,1,true,0.28,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""50"", ""2015"", ""Ferrous Salt (A) +\nFolic Acid (B)"", ""Tablet 100 mg elemental iron\n(A) + 500mcg (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.28(1 Tablet)""]"
CEIL-0051,ceiling,Fluconazole,"[""FLUCONAZOLE""]",oral liquid,,Oral Liquid 50 mg/ 5 ml,[50.0],concentration,ml,1,true,3.33,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""51"", ""2015"", ""Fluconazole"", ""Oral Liquid 50 mg/ 5 ml"", ""1581(E)"", ""25-Mar-2026"", ""₹ 3.33(1 ML)""]"
CEIL-0052,ceiling,Gadobenate,"[""GADOBENATE""]",injection,,Injection 529 mg,[529.0],mg,ml,1,true,138.95,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""52"", ""2015"", ""Gadobenate"", ""Injection 529 mg"", ""1581(E)"", ""25-Mar-2026"", ""₹ 138.95(1 ML)""]"
CEIL-0053,ceiling,GENTIAN VIOLET,"[""GENTIAN VIOLET""]",,,PAINT 1 %,[],percent,ml,1,true,0.10,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""53"", ""2015"", ""GENTIAN VIOLET"", ""PAINT 1 %"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.10(1 ML)""]"
CEIL-0054,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 10%,[],percent,ml,500,true,35.81,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack (500 ml))( Pack,"["""", ""54"", ""2015"", ""Glucose"", ""Injection 10%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 35.81(Each Pack (500 ml))( Pack)""]"
CEIL-0055,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,1,true,0.62,1581(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""55"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 0.62(1 ML)""]"
CEIL-0056,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,1000,true,81.87,1581(E),25-Mar-2026,,,2026-09-18,usable,,1000ml Glass,"["""", ""56"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 81.87(1000ml Glass)""]"
CEIL-0057,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,250,true,28.70,1581(E),25-Mar-2026,,,2026-09-18,usable,,250ml Non-Glass,"["""", ""57"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 28.70(250ml Non-Glass)""]"
CEIL-0058,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,1000,true,66.10,1581(E),25-Mar-2026,,,2026-09-18,usable,,1000ml Non-Glass,"["""", ""58"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 66.10(1000ml Non-Glass)""]"
CEIL-0059,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,500,true,45.08,1581(E),25-Mar-2026,,,2026-09-18,usable,,500ml Glass,"["""", ""59"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 45.08(500ml Glass)""]"
CEIL-0060,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,100,true,22.99,1581(E),25-Mar-2026,,,2026-09-18,usable,,100ml Glass,"["""", ""60"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 22.99(100ml Glass)""]"
CEIL-0061,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,100,true,20.80,1581(E),25-Mar-2026,,,2026-09-18,usable,,100ml Non-Glass,"["""", ""61"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 20.80(100ml Non-Glass)""]"
CEIL-0062,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 10%,[],percent,ml,1000,true,32.93,1581(E),25-Mar-2026,,,2026-09-18,usable,,Each Pack (1000 ml))( Pack,"["""", ""62"", ""2015"", ""Glucose"", ""Injection 10%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 32.93(Each Pack (1000 ml))( Pack)""]"
CEIL-0063,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,500,true,38.89,1581(E),25-Mar-2026,,,2026-09-18,usable,,500ml Non-Glass,"["""", ""63"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 38.89(500ml Non-Glass)""]"
CEIL-0064,ceiling,Glucose,"[""GLUCOSE""]",injection,,Injection 5%,[],percent,ml,250,true,31.75,1581(E),25-Mar-2026,,,2026-09-18,usable,,250ml Glass,"["""", ""64"", ""2015"", ""Glucose"", ""Injection 5%"", ""1581(E)"", ""25-Mar-2026"", ""₹ 31.75(250ml Glass)""]"
CEIL-0065,ceiling,Glucose (A) + Sodium Chloride (B),"[""GLUCOSE"", ""SODIUM CHLORIDE""]",injection,,Injection 5% (A) + 0.9% (B),[],percent,ml,250,true,31.89,1581(E),25-Mar-2026,,,2026-09-18,usable,,250ml Glass,"["""", ""65"", ""2015"", ""Glucose (A) +\nSodium Chloride (B)"", ""Injection 5% (A) + 0.9% (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 31.89(250ml Glass)""]"
CEIL-0066,ceiling,Glucose (A) + Sodium Chloride (B),"[""GLUCOSE"", ""SODIUM CHLORIDE""]",injection,,Injection 5% (A) + 0.9% (B),[],percent,ml,1000,true,82.41,1581(E),25-Mar-2026,,,2026-09-18,usable,,1000ml Glass,"["""", ""66"", ""2015"", ""Glucose (A) +\nSodium Chloride (B)"", ""Injection 5% (A) + 0.9% (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 82.41(1000ml Glass)""]"
CEIL-0067,ceiling,Glucose (A) + Sodium Chloride (B),"[""GLUCOSE"", ""SODIUM CHLORIDE""]",injection,,Injection 5% (A) + 0.9% (B),[],percent,ml,1000,true,66.59,1581(E),25-Mar-2026,,,2026-09-18,usable,,1000ml Non-Glass,"["""", ""67"", ""2015"", ""Glucose (A) +\nSodium Chloride (B)"", ""Injection 5% (A) + 0.9% (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 66.59(1000ml Non-Glass)""]"
CEIL-0068,ceiling,Glucose (A) + Sodium Chloride (B),"[""GLUCOSE"", ""SODIUM CHLORIDE""]",injection,,Injection 5% (A) + 0.9% (B),[],percent,ml,100,true,23.04,1581(E),25-Mar-2026,,,2026-09-18,usable,,100ml Glass,"["""", ""68"", ""2015"", ""Glucose (A) +\nSodium Chloride (B)"", ""Injection 5% (A) + 0.9% (B)"", ""1581(E)"", ""25-Mar-2026"", ""₹ 23.04(100ml Glass)""]"
