ref_id,source,formulation_raw,salt_components,dosage_form,form_modifier,strength_raw,strength_mg,strength_kind,unit_basis,unit_qty,price_checkable,price_ex_gst,so_number,so_date,manufacturer,marketing_company,retrieved_on,status,quarantine_reason,unit_basis_raw,raw_row
CEIL-0232,ceiling,AZITHROMYCIN,"[""AZITHROMYCIN""]",capsule,,CAPSULE 250 MG,[250.0],mg,capsule,1,true,10.87,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""232"", ""2022"", ""AZITHROMYCIN"", ""CAPSULE 250 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 10.87(1 Capsule)""]"
CEIL-0233,ceiling,AZITHROMYCIN,"[""AZITHROMYCIN""]",capsule,,CAPSULE 500 MG,[500.0],mg,capsule,1,true,19.49,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""233"", ""2022"", ""AZITHROMYCIN"", ""CAPSULE 500 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 19.49(1 Capsule)""]"
CEIL-0234,ceiling,BACLOFEN,"[""BACLOFEN""]",tablet,,TABLET 10 MG,[10.0],mg,tablet,1,true,12.19,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""234"", ""2022"", ""BACLOFEN"", ""TABLET 10 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 12.19(1 Tablet)""]"
CEIL-0235,ceiling,BACLOFEN,"[""BACLOFEN""]",tablet,,TABLET 20 MG,[20.0],mg,tablet,1,true,16.67,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""235"", ""2022"", ""BACLOFEN"", ""TABLET 20 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 16.67(1 Tablet)""]"
CEIL-0236,ceiling,BACLOFEN,"[""BACLOFEN""]",tablet,,TABLET 5 MG,[5.0],mg,tablet,1,true,6.52,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""236"", ""2022"", ""BACLOFEN"", ""TABLET 5 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 6.52(1 Tablet)""]"
CEIL-0237,ceiling,BCG,"[""BCG""]",,,VACCINE 40 MG,[40.0],mg,dose,1,true,8.20,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Dose)( Pack,"["""", ""237"", ""2022"", ""BCG"", ""VACCINE 40 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 8.20(Each Dose)( Pack)""]"
CEIL-0238,ceiling,BENDAMUSTINE,"[""BENDAMUSTINE""]",injection,,INJECTION 100 MG,[100.0],mg,vial,1,true,5065.58,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""238"", ""2022"", ""BENDAMUSTINE"", ""INJECTION 100 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 5065.58(Each Vial)""]"
CEIL-0239,ceiling,BENZATHINE BENZYLPENICILLIN,"[""BENZATHINE BENZYLPENICILLIN""]",powder for injection,,POWDER FOR INJECTION 1200000 IU,[],none,vial,1,true,20.28,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""239"", ""2022"", ""BENZATHINE BENZYLPENICILLIN"", ""POWDER FOR INJECTION 1200000 IU"", ""1575(E)"", ""25-Mar-2026"", ""₹ 20.28(Each Vial)""]"
CEIL-0240,ceiling,BENZATHINE BENZYLPENICILLIN,"[""BENZATHINE BENZYLPENICILLIN""]",powder for injection,,POWDER FOR INJECTION 600000 IU,[],none,vial,1,true,11.97,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""240"", ""2022"", ""BENZATHINE BENZYLPENICILLIN"", ""POWDER FOR INJECTION 600000 IU"", ""1575(E)"", ""25-Mar-2026"", ""₹ 11.97(Each Vial)""]"
CEIL-0241,ceiling,BENZOYL PEROXIDE,"[""BENZOYL PEROXIDE""]",gel,,GEL 3.5 %,[],percent,gm,1,true,10.36,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 GM,"["""", ""241"", ""2022"", ""BENZOYL PEROXIDE"", ""GEL 3.5 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 10.36(1 GM)""]"
CEIL-0242,ceiling,BENZOYL PEROXIDE,"[""BENZOYL PEROXIDE""]",gel,,GEL 2.5 %,[],percent,gm,1,true,3.70,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 GM,"["""", ""242"", ""2022"", ""BENZOYL PEROXIDE"", ""GEL 2.5 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 3.70(1 GM)""]"
CEIL-0243,ceiling,BENZOYL PEROXIDE,"[""BENZOYL PEROXIDE""]",gel,,GEL 5 %,[],percent,gm,1,true,8.16,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 GM,"["""", ""243"", ""2022"", ""BENZOYL PEROXIDE"", ""GEL 5 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 8.16(1 GM)""]"
CEIL-0244,ceiling,BETAMETHASONE,"[""BETAMETHASONE""]",injection,,INJECTION 4 MG,[4.0],mg,ml,1,true,4.85,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""244"", ""2022"", ""BETAMETHASONE"", ""INJECTION 4 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 4.85(1 ML)""]"
CEIL-0245,ceiling,BETAMETHASONE,"[""BETAMETHASONE""]",cream,,CREAM 0.1 %,[],percent,gm,1,true,1.07,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 GM,"["""", ""245"", ""2022"", ""BETAMETHASONE"", ""CREAM 0.1 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 1.07(1 GM)""]"
CEIL-0246,ceiling,BETAMETHASONE,"[""BETAMETHASONE""]",gel,,GEL 0.05 %,[],percent,gm,1,true,0.48,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 GM,"["""", ""246"", ""2022"", ""BETAMETHASONE"", ""GEL 0.05 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 0.48(1 GM)""]"
CEIL-0247,ceiling,BETAMETHASONE,"[""BETAMETHASONE""]",cream,,CREAM 0.05 %,[],percent,gm,1,true,0.68,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 GM,"["""", ""247"", ""2022"", ""BETAMETHASONE"", ""CREAM 0.05 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 0.68(1 GM)""]"
CEIL-0248,ceiling,BETAMETHASONE,"[""BETAMETHASONE""]",lotion,,LOTION 0.05 %,[],percent,ml,1,true,0.67,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""248"", ""2022"", ""BETAMETHASONE"", ""LOTION 0.05 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 0.67(1 ML)""]"
CEIL-0249,ceiling,BICALUTAMIDE,"[""BICALUTAMIDE""]",tablet,,TABLET 50 MG,[50.0],mg,tablet,1,true,44.34,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""249"", ""2022"", ""BICALUTAMIDE"", ""TABLET 50 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 44.34(1 Tablet)""]"
CEIL-0250,ceiling,BISACODYL,"[""BISACODYL""]",tablet,,TABLET 5 MG,[5.0],mg,tablet,1,true,1.20,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""250"", ""2022"", ""BISACODYL"", ""TABLET 5 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 1.20(1 Tablet)""]"
CEIL-0251,ceiling,BISACODYL,"[""BISACODYL""]",suppository,,SUPPOSITORY 5 MG,[5.0],mg,suppository,1,true,10.22,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Suppository,"["""", ""251"", ""2022"", ""BISACODYL"", ""SUPPOSITORY 5 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 10.22(1 Suppository)""]"
CEIL-0252,ceiling,BLEOMYCIN,"[""BLEOMYCIN""]",injection,,INJECTION 15 IU,[],none,vial,1,true,693.68,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""252"", ""2022"", ""BLEOMYCIN"", ""INJECTION 15 IU"", ""1575(E)"", ""25-Mar-2026"", ""₹ 693.68(Each Vial)""]"
CEIL-0253,ceiling,BORTEZOMIB,"[""BORTEZOMIB""]",powder for injection,,POWDER FOR INJECTION 2 MG,[2.0],mg,vial,1,true,5386.81,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""253"", ""2022"", ""BORTEZOMIB"", ""POWDER FOR INJECTION 2 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 5386.81(Each Vial)""]"
CEIL-0254,ceiling,BUDESONIDE,"[""BUDESONIDE""]",,,INHALER 100 MCG,[0.1],mg,ml,1,true,13.46,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""254"", ""2022"", ""BUDESONIDE"", ""INHALER 100 MCG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 13.46(1 ML)""]"
CEIL-0255,ceiling,BUDESONIDE,"[""BUDESONIDE""]",nasal spray,,NASAL SPRAY 50 MCG,[0.05],mg,ml,1,true,12.19,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""255"", ""2022"", ""BUDESONIDE"", ""NASAL SPRAY 50 MCG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 12.19(1 ML)""]"
CEIL-0256,ceiling,BUDESONIDE,"[""BUDESONIDE""]",,,INHALER 200 MCG,[0.2],mg,dose,1,true,3.41,1575(E),25-Mar-2026,,,2026-09-18,usable,,Per Dose,"["""", ""256"", ""2022"", ""BUDESONIDE"", ""INHALER 200 MCG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 3.41(Per Dose)""]"
CEIL-0257,ceiling,BUDESONIDE,"[""BUDESONIDE""]",,,INHALER 200 MCG,[0.2],mg,dose,1,true,2.08,1575(E),25-Mar-2026,,,2026-09-18,usable,,Per Metered Dose,"["""", ""257"", ""2022"", ""BUDESONIDE"", ""INHALER 200 MCG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 2.08(Per Metered Dose)""]"
CEIL-0258,ceiling,BUDESONIDE,"[""BUDESONIDE""]",,,INHALER 100 MCG,[0.1],mg,dose,1,true,1.44,1575(E),25-Mar-2026,,,2026-09-18,usable,,Per Metered Dose,"["""", ""258"", ""2022"", ""BUDESONIDE"", ""INHALER 100 MCG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 1.44(Per Metered Dose)""]"
CEIL-0259,ceiling,BUDESONIDE NASAL SPRAY,"[""BUDESONIDE NASAL SPRAY""]",nasal spray,,NASAL SPRAY 100 MCG,[0.1],mg,dose,1,true,0.83,1575(E),25-Mar-2026,,,2026-09-18,usable,,Per Dose,"["""", ""259"", ""2022"", ""BUDESONIDE NASAL SPRAY"", ""NASAL SPRAY 100 MCG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 0.83(Per Dose)""]"
CEIL-0260,ceiling,BUPIVACAINE,"[""BUPIVACAINE""]",injection,,INJECTION 0.5% with 7.5% Glucose,[],percent,ml,1,true,7.57,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""260"", ""2022"", ""BUPIVACAINE"", ""INJECTION 0.5% with 7.5% Glucose"", ""1575(E)"", ""25-Mar-2026"", ""₹ 7.57(1 ML)""]"
CEIL-0261,ceiling,BUPIVACAINE,"[""BUPIVACAINE""]",injection,,INJECTION 0.5 %,[],percent,ml,1,true,4.53,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""261"", ""2022"", ""BUPIVACAINE"", ""INJECTION 0.5 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 4.53(1 ML)""]"
CEIL-0262,ceiling,BUPIVACAINE,"[""BUPIVACAINE""]",injection,,INJECTION 0.25 %,[],percent,ml,1,true,2.90,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""262"", ""2022"", ""BUPIVACAINE"", ""INJECTION 0.25 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 2.90(1 ML)""]"
CEIL-0263,ceiling,BUPRENORPHINE,"[""BUPRENORPHINE""]",tablet,,TABLET 0.4 MG,[0.4],mg,tablet,1,true,9.65,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""263"", ""2022"", ""BUPRENORPHINE"", ""TABLET 0.4 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 9.65(1 Tablet)""]"
CEIL-0264,ceiling,BUPRENORPHINE + NALOXONE,"[""BUPRENORPHINE"", ""NALOXONE""]",tablet,,TABLET 0.4/0.1 MG,[0.1],mg,tablet,1,true,12.11,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""264"", ""2022"", ""BUPRENORPHINE + NALOXONE"", ""TABLET 0.4/0.1 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 12.11(1 Tablet)""]"
CEIL-0265,ceiling,BUPRENORPHINE + NALOXONE,"[""BUPRENORPHINE"", ""NALOXONE""]",tablet,,TABLET 2/0.5 MG,[0.5],mg,tablet,1,true,37.86,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""265"", ""2022"", ""BUPRENORPHINE + NALOXONE"", ""TABLET 2/0.5 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 37.86(1 Tablet)""]"
CEIL-0266,ceiling,CAFFEINE,"[""CAFFEINE""]",oral liquid,,ORAL LIQUID 20 MG/ML,[20.0],concentration,ml,1,true,251.58,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""266"", ""2022"", ""CAFFEINE"", ""ORAL LIQUID 20 MG/ML"", ""1575(E)"", ""25-Mar-2026"", ""₹ 251.58(1 ML)""]"
CEIL-0267,ceiling,CAFFEINE,"[""CAFFEINE""]",injection,,INJECTION 20 MG/ML,[20.0],concentration,ml,1,true,256.52,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""267"", ""2022"", ""CAFFEINE"", ""INJECTION 20 MG/ML"", ""1575(E)"", ""25-Mar-2026"", ""₹ 256.52(1 ML)""]"
CEIL-0268,ceiling,CALAMINE,"[""CALAMINE""]",lotion,,LOTION --,[],none,ml,1,true,0.98,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""268"", ""2022"", ""CALAMINE"", ""LOTION --"", ""1575(E)"", ""25-Mar-2026"", ""₹ 0.98(1 ML)""]"
CEIL-0269,ceiling,CALCIUM FOLINATE,"[""CALCIUM FOLINATE""]",tablet,,TABLET 15 MG,[15.0],mg,tablet,1,true,48.68,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""269"", ""2022"", ""CALCIUM FOLINATE"", ""TABLET 15 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 48.68(1 Tablet)""]"
CEIL-0270,ceiling,CAPECITABINE,"[""CAPECITABINE""]",tablet,,TABLET 500 MG,[500.0],mg,tablet,1,true,115.43,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""270"", ""2022"", ""CAPECITABINE"", ""TABLET 500 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 115.43(1 Tablet)""]"
CEIL-0271,ceiling,CARBAMAZEPINE,"[""CARBAMAZEPINE""]",tablet,modified_release,MODIFIED RELEASE TABLET 200 MG,[200.0],mg,tablet,1,true,2.46,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""271"", ""2022"", ""CARBAMAZEPINE"", ""MODIFIED RELEASE TABLET 200 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 2.46(1 Tablet)""]"
CEIL-0272,ceiling,CARBAMAZEPINE,"[""CARBAMAZEPINE""]",tablet,,TABLET 400 MG,[400.0],mg,tablet,1,true,3.63,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""272"", ""2022"", ""CARBAMAZEPINE"", ""TABLET 400 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 3.63(1 Tablet)""]"
CEIL-0273,ceiling,CARBAMAZEPINE,"[""CARBAMAZEPINE""]",tablet,modified_release,MODIFIED RELEASE TABLET 400 MG,[400.0],mg,tablet,1,true,4.77,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""273"", ""2022"", ""CARBAMAZEPINE"", ""MODIFIED RELEASE TABLET 400 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 4.77(1 Tablet)""]"
CEIL-0274,ceiling,CARBAMAZEPINE,"[""CARBAMAZEPINE""]",tablet,,TABLET 100 MG,[100.0],mg,tablet,1,true,1.10,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""274"", ""2022"", ""CARBAMAZEPINE"", ""TABLET 100 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 1.10(1 Tablet)""]"
CEIL-0275,ceiling,CARBAMAZEPINE,"[""CARBAMAZEPINE""]",tablet,,TABLET 200 MG,[200.0],mg,tablet,1,true,1.61,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""275"", ""2022"", ""CARBAMAZEPINE"", ""TABLET 200 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 1.61(1 Tablet)""]"
CEIL-0276,ceiling,CARBAMAZEPINE,"[""CARBAMAZEPINE""]",oral liquid,,ORAL LIQUID 100 MG/ 5 ML,[100.0],concentration,ml,1,true,0.32,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""276"", ""2022"", ""CARBAMAZEPINE"", ""ORAL LIQUID 100 MG/ 5 ML"", ""1575(E)"", ""25-Mar-2026"", ""₹ 0.32(1 ML)""]"
CEIL-0277,ceiling,CARBIMAZOLE,"[""CARBIMAZOLE""]",tablet,,TABLET 20 MG,[20.0],mg,tablet,1,true,14.20,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""277"", ""2022"", ""CARBIMAZOLE"", ""TABLET 20 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 14.20(1 Tablet)""]"
CEIL-0278,ceiling,CARBIMAZOLE,"[""CARBIMAZOLE""]",tablet,,TABLET 10 MG,[10.0],mg,tablet,1,true,4.36,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""278"", ""2022"", ""CARBIMAZOLE"", ""TABLET 10 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 4.36(1 Tablet)""]"
CEIL-0279,ceiling,CARBIMAZOLE,"[""CARBIMAZOLE""]",tablet,,TABLET 5 MG,[5.0],mg,tablet,1,true,2.24,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""279"", ""2022"", ""CARBIMAZOLE"", ""TABLET 5 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 2.24(1 Tablet)""]"
CEIL-0280,ceiling,CARBOPLATIN,"[""CARBOPLATIN""]",injection,,INJECTION 10 MG,[10.0],mg,ml,1,true,60.49,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""280"", ""2022"", ""CARBOPLATIN"", ""INJECTION 10 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 60.49(1 ML)""]"
CEIL-0281,ceiling,CARBOXY METHYL CELLULOSE,"[""CARBOXY METHYL CELLULOSE""]",drops,,EYE DROPS 1 %,[],percent,ml,1,true,16.98,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""281"", ""2022"", ""CARBOXY METHYL CELLULOSE"", ""EYE DROPS 1 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 16.98(1 ML)""]"
CEIL-0282,ceiling,CARBOXY METHYL CELLULOSE,"[""CARBOXY METHYL CELLULOSE""]",drops,,DROPS 0.5 %,[],percent,ml,1,true,12.59,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""282"", ""2022"", ""CARBOXY METHYL CELLULOSE"", ""DROPS 0.5 %"", ""1575(E)"", ""25-Mar-2026"", ""₹ 12.59(1 ML)""]"
CEIL-0283,ceiling,CEFADROXIL,"[""CEFADROXIL""]",tablet,,TABLET 500 MG,[500.0],mg,tablet,1,true,6.87,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet)( Pack,"["""", ""283"", ""2022"", ""CEFADROXIL"", ""TABLET 500 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 6.87(1 Tablet)( Pack)""]"
CEIL-0284,ceiling,CEFADROXIL,"[""CEFADROXIL""]",suspension,,SUSPENSION 125 MG,[125.0],mg,ml,1,true,0.69,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""284"", ""2022"", ""CEFADROXIL"", ""SUSPENSION 125 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 0.69(1 ML)""]"
CEIL-0285,ceiling,CEFIXIME,"[""CEFIXIME""]",oral suspension,,ORAL SUSPENSION 50 MG,[50.0],mg,ml,1,true,1.67,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""285"", ""2022"", ""CEFIXIME"", ""ORAL SUSPENSION 50 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 1.67(1 ML)""]"
CEIL-0286,ceiling,CEFIXIME,"[""CEFIXIME""]",oral liquid,,ORAL LIQUID 100 MG/ 5 ML,[100.0],concentration,ml,1,true,2.45,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML,"["""", ""286"", ""2022"", ""CEFIXIME"", ""ORAL LIQUID 100 MG/ 5 ML"", ""1575(E)"", ""25-Mar-2026"", ""₹ 2.45(1 ML)""]"
CEIL-0287,ceiling,CEFIXIME,"[""CEFIXIME""]",tablet,,TABLET 200 MG,[200.0],mg,tablet,1,true,10.01,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""287"", ""2022"", ""CEFIXIME"", ""TABLET 200 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 10.01(1 Tablet)""]"
CEIL-0288,ceiling,CEFIXIME,"[""CEFIXIME""]",capsule,,CAPSULE 200 MG,[200.0],mg,capsule,1,true,15.04,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Capsule,"["""", ""288"", ""2022"", ""CEFIXIME"", ""CAPSULE 200 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 15.04(1 Capsule)""]"
CEIL-0289,ceiling,CEFIXIME,"[""CEFIXIME""]",tablet,,TABLET 400 MG,[400.0],mg,tablet,1,true,22.63,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""289"", ""2022"", ""CEFIXIME"", ""TABLET 400 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 22.63(1 Tablet)""]"
CEIL-0290,ceiling,CEFOTAXIME,"[""CEFOTAXIME""]",powder for injection,,POWDER FOR INJECTION 250 MG,[250.0],mg,vial,1,true,18.15,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""290"", ""2022"", ""CEFOTAXIME"", ""POWDER FOR INJECTION 250 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 18.15(Each Vial)""]"
CEIL-0291,ceiling,CEFOTAXIME,"[""CEFOTAXIME""]",powder for injection,,POWDER FOR INJECTION 1000 MG,[1000.0],mg,vial,1,true,40.92,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""291"", ""2022"", ""CEFOTAXIME"", ""POWDER FOR INJECTION 1000 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 40.92(Each Vial)""]"
CEIL-0292,ceiling,CEFOTAXIME,"[""CEFOTAXIME""]",powder for injection,,POWDER FOR INJECTION 500 MG,[500.0],mg,vial,1,true,24.96,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""292"", ""2022"", ""CEFOTAXIME"", ""POWDER FOR INJECTION 500 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 24.96(Each Vial)""]"
CEIL-0293,ceiling,CEFTAZIDIME,"[""CEFTAZIDIME""]",powder for injection,,POWDER FOR INJECTION 1000 MG,[1000.0],mg,vial,1,true,232.47,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""293"", ""2022"", ""CEFTAZIDIME"", ""POWDER FOR INJECTION 1000 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 232.47(Each Vial)""]"
CEIL-0294,ceiling,CEFTAZIDIME,"[""CEFTAZIDIME""]",powder for injection,,POWDER FOR INJECTION 250 MG,[250.0],mg,vial,1,true,80.97,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""294"", ""2022"", ""CEFTAZIDIME"", ""POWDER FOR INJECTION 250 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 80.97(Each Vial)""]"
CEIL-0295,ceiling,CEFTRIAXONE,"[""CEFTRIAXONE""]",powder for injection,,POWDER FOR INJECTION 2000 MG,[2000.0],mg,vial,1,true,141.43,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""295"", ""2022"", ""CEFTRIAXONE"", ""POWDER FOR INJECTION 2000 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 141.43(Each Vial)""]"
CEIL-0296,ceiling,CEFTRIAXONE,"[""CEFTRIAXONE""]",powder for injection,,POWDER FOR INJECTION 250 MG,[250.0],mg,vial,1,true,29.02,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""296"", ""2022"", ""CEFTRIAXONE"", ""POWDER FOR INJECTION 250 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 29.02(Each Vial)""]"
CEIL-0297,ceiling,CEFTRIAXONE,"[""CEFTRIAXONE""]",powder for injection,,POWDER FOR INJECTION 500 MG,[500.0],mg,vial,1,true,51.49,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""297"", ""2022"", ""CEFTRIAXONE"", ""POWDER FOR INJECTION 500 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 51.49(Each Vial)""]"
CEIL-0298,ceiling,CEFTRIAXONE,"[""CEFTRIAXONE""]",powder for injection,,POWDER FOR INJECTION 1000 MG,[1000.0],mg,vial,1,true,63.88,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""298"", ""2022"", ""CEFTRIAXONE"", ""POWDER FOR INJECTION 1000 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 63.88(Each Vial)""]"
CEIL-0299,ceiling,CEFUROXIME,"[""CEFUROXIME""]",oral suspension,,ORAL SUSPENSION 125 MG,[125.0],mg,ml,1,true,5.44,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 ML)( Pack,"["""", ""299"", ""2022"", ""CEFUROXIME"", ""ORAL SUSPENSION 125 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 5.44(1 ML)( Pack)""]"
CEIL-0300,ceiling,CEFUROXIME,"[""CEFUROXIME""]",tablet,,TABLET 500 MG,[500.0],mg,tablet,1,true,52.67,1575(E),25-Mar-2026,,,2026-09-18,usable,,1 Tablet,"["""", ""300"", ""2022"", ""CEFUROXIME"", ""TABLET 500 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 52.67(1 Tablet)""]"
CEIL-0301,ceiling,CEFUROXIME,"[""CEFUROXIME""]",injection,,INJECTION 1500 MG,[1500.0],mg,vial,1,true,346.90,1575(E),25-Mar-2026,,,2026-09-18,usable,,Each Vial,"["""", ""301"", ""2022"", ""CEFUROXIME"", ""INJECTION 1500 MG"", ""1575(E)"", ""25-Mar-2026"", ""₹ 346.90(Each Vial)""]"
